ax	ay	az	gx	gy	gz	mx	my	mz	MotorIzquierdo	MotorDerecho	DutyMotorIzquierdo	DutyMotorDerecho	roll	pitch	yaw	yaw_Gps	Bateria	TDerecho	TIzquierdo	IDerecho	IIzquierdo	WDerecho	WIzquierdo	U	UR	UL	UtR	UtL	errorR	UiR	UdR	UpR	Ui1R	errorL	UiL	UdL	UpL	Ui1L	t	KpL
-0.085938	0.044922	0.914062	-2.560976	0.609756	0.365854	22.443750	182.882812	32.730469	0.000000	0.000000	50.000000	-0.085938	-0.867473	0.831435	-24.727314	-24.727314	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.400006	1.800000	
-0.020020	0.086914	0.962402	-1.524390	-3.597561	0.304878	22.800001	182.165634	33.075001	0.000000	0.000000	50.000000	-0.020020	-0.726651	0.679223	-24.409775	-24.409775	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.450006	1.800000	
0.032227	0.034180	0.955566	-3.902439	2.012195	0.182927	22.800001	182.165634	33.075001	0.000000	0.000000	50.000000	0.032227	-0.864963	0.660509	-24.524057	-24.524057	12.925600	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.500007	1.800000	
-0.042480	0.013672	0.945801	0.792683	0.243902	0.609756	20.840626	181.986328	31.524611	0.000000	0.000000	50.000000	-0.042480	-0.821774	0.777232	-24.524057	-24.524057	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.550007	1.800000	
-0.030273	0.013672	0.985352	-2.926829	-1.707317	0.060976	20.840626	181.986328	31.524611	0.000000	0.000000	50.000000	-0.030273	-0.968610	0.750042	-24.784727	-24.784727	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.600007	1.800000	
0.024902	0.007812	0.943848	-0.060976	0.365854	-0.060976	20.840626	181.986328	31.524611	0.000000	0.000000	50.000000	0.024902	-0.980772	0.665905	-24.466791	-24.466791	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.650007	1.800000	
-0.034180	0.080078	0.968262	-0.609756	2.987805	0.182927	20.840626	181.986328	31.524611	0.000000	0.000000	50.000000	-0.034180	-0.810151	0.891652	-24.900303	-24.900303	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.700007	1.800000	
-0.084473	0.032715	0.918945	-1.768293	-0.975610	0.487805	20.840626	181.986328	31.524611	0.000000	0.000000	50.000000	-0.084473	-0.838259	1.068236	-24.900303	-24.900303	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.750008	1.800000	
0.024414	0.064941	0.991699	-2.560976	-1.768293	0.365854	22.265627	183.420715	30.491016	0.000000	0.000000	50.000000	0.024414	-0.820172	0.867478	-24.466791	-24.466791	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.800008	1.800000	
-0.021973	0.003906	0.935059	-2.073171	2.134146	0.000000	22.265627	183.420715	30.491016	0.000000	0.000000	50.000000	-0.021973	-0.951993	1.007346	-24.478025	-24.478025	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.850008	1.800000	
-0.041504	0.033691	0.993164	-1.036585	0.121951	0.487805	22.265627	183.420715	30.491016	0.000000	0.000000	50.000000	-0.041504	-0.941008	1.091674	-24.478025	-24.478025	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.900008	1.800000	
-0.013184	0.005371	0.917969	-2.682927	-0.975610	0.121951	22.443750	182.882812	31.696877	0.000000	0.000000	50.000000	-0.013184	-1.092293	1.039115	-24.707460	-24.707460	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.950008	1.800000	
0.010254	0.062012	0.955078	0.792683	1.341463	0.365854	22.443750	182.882812	31.696877	0.000000	0.000000	50.000000	0.010254	-0.895446	1.034294	-24.421289	-24.421289	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000009	1.800000	
-0.069824	0.049316	0.954102	-2.256098	1.768293	-0.060976	22.443750	182.882812	31.696877	0.000000	0.000000	50.000000	-0.069824	-0.898923	1.287571	-24.466791	-24.466791	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.050009	1.800000	
-0.042480	0.048828	0.951660	-1.768293	-1.890244	0.426829	22.265627	183.779297	30.835548	0.000000	0.000000	50.000000	-0.042480	-0.877990	1.265493	-24.466791	-24.466791	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.100009	1.800000	
0.019531	0.048828	0.950684	-3.292683	0.487805	0.060976	22.265627	183.779297	30.835548	0.000000	0.000000	50.000000	0.019531	-0.934383	1.178710	-24.088938	-24.088938	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.150009	1.800000	
-0.048340	0.012207	0.959473	-0.731707	1.036585	0.365854	23.156252	183.958603	32.041409	0.000000	0.000000	50.000000	-0.048340	-0.969065	1.324462	-24.639345	-24.639345	12.918400	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.200009	1.800000	
-0.024414	0.034668	0.985840	-2.256098	-0.548781	0.060976	23.156252	183.958603	32.041409	0.000000	0.000000	50.000000	-0.024414	-1.015011	1.311085	-24.296490	-24.296490	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.250010	1.800000	
0.004883	0.012695	0.936523	-0.914634	-0.121951	0.487805	23.156252	183.958603	32.041409	0.000000	0.000000	50.000000	0.004883	-1.052095	1.235096	-24.296490	-24.296490	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.300010	1.800000	
-0.015625	0.071777	0.991699	-0.731707	2.012195	0.121951	21.375002	182.524231	30.318752	0.000000	0.000000	50.000000	-0.015625	-0.912928	1.328745	-24.524057	-24.524057	12.925600	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.350010	1.800000	
-0.065918	0.041504	0.920898	-2.195122	0.000000	0.487805	21.375002	182.524231	30.318752	0.000000	0.000000	50.000000	-0.065918	-0.930278	1.475227	-24.592241	-24.592241	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.400010	1.800000	
-0.005371	0.065430	0.961426	-2.256098	-1.097561	0.182927	23.156252	183.600006	31.696877	0.000000	0.000000	50.000000	-0.005371	-0.885286	1.372961	-24.775141	-24.775141	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.450010	1.800000	
-0.015137	0.013672	0.939941	-2.378049	1.280488	0.121951	23.156252	183.600006	31.696877	0.000000	0.000000	50.000000	-0.015137	-0.999622	1.424061	-24.775141	-24.775141	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.500010	1.800000	
-0.043457	0.020508	0.966797	-0.914634	0.000000	0.487805	23.156252	183.600006	31.696877	0.000000	0.000000	50.000000	-0.043457	-1.016035	1.490569	-24.227745	-24.227745	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.550011	1.800000	
-0.008789	0.023438	0.951660	-2.195122	-0.731707	0.243902	23.156252	183.600006	31.696877	0.000000	0.000000	50.000000	-0.008789	-1.086023	1.415966	-24.341089	-24.341089	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.600011	1.800000	
0.000488	0.053711	0.966797	-0.304878	0.975610	0.548781	23.156252	183.600006	31.696877	0.000000	0.000000	50.000000	0.000488	-0.970592	1.403251	-24.570791	-24.570791	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.650011	1.800000	
-0.041504	0.058105	0.959473	-2.012195	1.524390	-0.182927	21.018751	181.807037	33.419533	0.000000	0.000000	50.000000	-0.041504	-0.933174	1.541592	-24.570791	-24.570791	12.918400	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.700011	1.800000	
-0.028320	0.052734	0.954590	-1.646342	-1.341463	0.792683	21.018751	181.807037	33.419533	0.000000	0.000000	50.000000	-0.028320	-0.892770	1.492310	-24.102234	-24.102234	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.750011	1.800000	
0.004395	0.040527	0.946777	-2.378049	0.182927	-0.121951	21.018751	181.807037	33.419533	0.000000	0.000000	50.000000	0.004395	-0.927079	1.423790	-23.779884	-23.779884	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.800012	1.800000	
-0.030273	0.020508	0.940918	-0.975610	0.853659	0.426829	21.375002	181.807037	32.385941	0.000000	0.000000	50.000000	-0.030273	-0.948385	1.496817	-24.227745	-24.227745	12.923200	27.000000	31.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0
