['bateria', 'T2', 'T1', 'A2', 'A1', 'RRpm', 'LRpm', 'ax', 'ay', 'az', 'gx', 'gy', 'gz', 'mx', 'my', 'mz']
[-16.3875, 98.971875, 37.553906250000004]
[-16.209375, 97.716796875, 37.726171875]
[-16.921875, 99.151171875, 37.726171875]
[-16.921875, 99.151171875, 37.726171875]
[-16.921875, 99.151171875, 37.726171875]
[-15.675, 98.61328125, 38.24296875]
[-15.675, 100.40625, 37.209375]
[-15.675, 100.40625, 37.209375]
[-13.715625000000001, 98.79257812499999, 37.381640625]
[-15.675, 98.971875, 37.8984375]
[-17.45625, 98.971875, 38.24296875]
[-17.45625, 98.971875, 38.24296875]
[-15.853125, 98.79257812499999, 38.415234375000004]
[-16.3875, 98.971875, 38.24296875]
[-16.3875, 98.971875, 38.24296875]
[-16.743750000000002, 98.971875, 37.8984375]
[-16.209375, 98.433984375, 38.415234375000004]
[-16.03125, 96.8203125, 37.8984375]
[-16.03125, 96.8203125, 37.8984375]
[-16.03125, 96.8203125, 37.8984375]
[-15.496875000000001, 98.433984375, 37.381640625]
[-15.496875000000001, 98.433984375, 37.381640625]
[-16.921875, 100.944140625, 38.759765625]
[-14.784375, 97.358203125, 38.415234375000004]
[-14.784375, 97.358203125, 38.415234375000004]
[-16.565625, 99.151171875, 38.070703125]
[-17.45625, 99.68906249999999, 36.5203125]
[-16.743750000000002, 98.61328125, 36.86484375]
[-16.743750000000002, 98.61328125, 36.86484375]
[-16.743750000000002, 97.5375, 37.209375]
[-17.45625, 99.68906249999999, 37.8984375]
[-17.45625, 99.68906249999999, 37.8984375]
[-15.853125, 98.79257812499999, 38.415234375000004]
[-17.1, 98.2546875, 37.553906250000004]
[-16.209375, 98.075390625, 38.415234375000004]
[-16.209375, 98.075390625, 38.415234375000004]
[-16.03125, 97.5375, 36.5203125]
[-15.496875000000001, 99.151171875, 36.348046875]
[-15.496875000000001, 99.151171875, 36.348046875]
[-16.743750000000002, 98.61328125, 36.86484375]
[-16.743750000000002, 98.61328125, 36.86484375]
[-16.565625, 99.509765625, 37.037109375]
[-16.565625, 99.509765625, 37.037109375]
[-17.278125, 99.151171875, 37.381640625]
[-15.31875, 98.971875, 36.86484375]
[-15.31875, 98.971875, 36.86484375]
[-17.45625, 99.33046875, 37.209375]
[-18.16875, 98.2546875, 38.24296875]
[-15.675, 98.971875, 38.93203125]
[-15.675, 98.971875, 38.93203125]
[-17.1, 97.89609374999999, 37.8984375]
[-15.853125, 100.226953125, 37.037109375]
[-15.853125, 100.226953125, 37.037109375]
[-16.743750000000002, 98.61328125, 37.209375]
[-16.209375, 98.79257812499999, 37.726171875]
[-16.209375, 98.79257812499999, 37.726171875]
[-16.921875, 98.79257812499999, 39.104296875]
[-14.428125, 98.075390625, 37.037109375]
[-16.743750000000002, 97.89609374999999, 39.62109375]
[-16.743750000000002, 97.89609374999999, 39.62109375]
[-15.496875000000001, 99.151171875, 37.381640625]
[-16.921875, 99.509765625, 37.381640625]
[-16.921875, 99.509765625, 37.381640625]
[-16.921875, 99.509765625, 37.381640625]
[-16.743750000000002, 98.971875, 37.8984375]
[-16.921875, 99.509765625, 37.726171875]
[-16.921875, 99.509765625, 37.726171875]
[-17.990625, 97.716796875, 37.381640625]
[-16.921875, 98.433984375, 37.037109375]
[-16.921875, 98.433984375, 37.037109375]
[-18.525000000000002, 98.61328125, 37.8984375]
[-15.140625, 97.358203125, 37.037109375]
[-16.921875, 98.79257812499999, 39.448828125]
[-16.921875, 98.79257812499999, 39.448828125]
[-15.675, 98.61328125, 36.5203125]
[-16.209375, 96.641015625, 37.381640625]
[-16.209375, 96.641015625, 37.381640625]
[-15.140625, 99.151171875, 38.415234375000004]
[-17.278125, 99.509765625, 37.726171875]
[-14.606250000000001, 98.971875, 36.17578125]
[-14.606250000000001, 98.971875, 36.17578125]
[-15.853125, 98.433984375, 38.415234375000004]
[-15.853125, 98.433984375, 36.003515625]
[-15.853125, 98.433984375, 36.003515625]
[-15.853125, 98.433984375, 36.003515625]
[-15.675, 99.33046875, 39.62109375]
[-15.140625, 98.433984375, 37.726171875]
[-15.140625, 98.433984375, 37.726171875]
[-14.784375, 98.075390625, 38.070703125]
[-14.784375, 98.075390625, 38.070703125]
[-14.784375, 98.075390625, 38.070703125]
[-16.3875, 99.33046875, 38.24296875]
[-16.03125, 99.33046875, 37.553906250000004]
[-16.03125, 99.33046875, 37.553906250000004]
[-17.45625, 98.971875, 37.8984375]
[-17.45625, 98.971875, 37.8984375]
[-15.31875, 98.971875, 36.86484375]
[-15.31875, 98.971875, 36.86484375]
[-16.209375, 98.075390625, 36.348046875]
[-16.209375, 97.716796875, 37.037109375]
[-16.209375, 97.716796875, 37.037109375]
[-16.209375, 97.716796875, 37.037109375]
[-15.675, 99.68906249999999, 37.553906250000004]
[-15.853125, 97.358203125, 37.726171875]
[-15.853125, 97.358203125, 37.726171875]
[-15.853125, 98.075390625, 36.348046875]
[-17.45625, 98.971875, 38.24296875]
[-17.45625, 98.971875, 38.24296875]
[-17.8125, 98.61328125, 36.86484375]
[-16.743750000000002, 99.33046875, 38.5875]
[-16.921875, 98.79257812499999, 37.726171875]
[-16.921875, 98.79257812499999, 37.726171875]
[-16.743750000000002, 98.971875, 37.8984375]
[-16.209375, 98.79257812499999, 37.726171875]
[-16.209375, 98.79257812499999, 37.726171875]
[-15.31875, 99.68906249999999, 37.209375]
[-17.1, 97.89609374999999, 36.5203125]
[-16.3875, 98.971875, 37.8984375]
[-16.3875, 98.971875, 37.8984375]
[-16.565625, 99.151171875, 37.381640625]
[-16.3875, 97.5375, 38.5875]
[-16.3875, 97.5375, 38.5875]
[-16.3875, 97.5375, 38.5875]
[-15.496875000000001, 98.79257812499999, 37.381640625]
[-15.496875000000001, 98.79257812499999, 37.381640625]
[-17.634375000000002, 99.868359375, 37.037109375]
[-16.743750000000002, 98.971875, 37.553906250000004]
[-16.743750000000002, 98.971875, 37.553906250000004]
[-16.743750000000002, 98.971875, 37.553906250000004]
[-14.9625, 100.04765625, 36.86484375]
[-16.3875, 97.89609374999999, 37.209375]
[-16.3875, 97.89609374999999, 37.209375]
[-16.565625, 99.151171875, 36.692578125000004]
[-16.3875, 98.61328125, 36.86484375]
[-17.634375000000002, 98.433984375, 38.415234375000004]
[-17.634375000000002, 98.433984375, 38.415234375000004]
[-16.3875, 98.971875, 37.8984375]
[-16.743750000000002, 98.61328125, 37.209375]
[-16.743750000000002, 98.61328125, 37.209375]
[-16.743750000000002, 98.2546875, 36.5203125]
[-17.634375000000002, 98.79257812499999, 38.070703125]
[-16.3875, 98.61328125, 38.24296875]
[-16.3875, 98.61328125, 38.24296875]
[-16.209375, 98.79257812499999, 37.726171875]
[-15.853125, 97.716796875, 37.381640625]
[-15.853125, 97.716796875, 37.381640625]
[-17.278125, 99.151171875, 37.726171875]
[-15.31875, 97.89609374999999, 37.553906250000004]
[-15.675, 100.40625, 37.553906250000004]
[-15.675, 100.40625, 37.553906250000004]
[-15.496875000000001, 98.075390625, 36.692578125000004]
[-15.675, 98.61328125, 36.17578125]
[-15.675, 98.61328125, 36.17578125]
[-15.853125, 98.075390625, 37.381640625]
[-16.3875, 100.04765625, 38.93203125]
[-17.8125, 98.61328125, 37.209375]
[-17.8125, 98.61328125, 37.209375]
[-15.496875000000001, 99.509765625, 37.381640625]
[-15.496875000000001, 100.226953125, 36.692578125000004]
[-15.496875000000001, 100.226953125, 36.692578125000004]
[-16.209375, 98.79257812499999, 37.037109375]
[-16.209375, 98.79257812499999, 37.037109375]
[-16.209375, 98.79257812499999, 37.037109375]
[-17.1, 99.33046875, 38.24296875]
[-17.1, 97.89609374999999, 37.8984375]
[-15.853125, 98.79257812499999, 37.381640625]
[-15.853125, 98.79257812499999, 37.381640625]
[-15.140625, 99.509765625, 36.692578125000004]
[-15.853125, 98.075390625, 37.037109375]
[-15.853125, 98.075390625, 37.037109375]
[-15.675, 99.33046875, 37.209375]
[-15.675, 99.33046875, 37.209375]
[-17.634375000000002, 98.075390625, 37.726171875]
[-17.634375000000002, 98.075390625, 37.726171875]
[-16.03125, 98.971875, 36.17578125]
[-16.565625, 100.226953125, 36.692578125000004]
[-16.565625, 100.226953125, 36.692578125000004]
[-16.565625, 100.226953125, 36.692578125000004]
[-15.140625, 98.433984375, 38.070703125]
[-16.565625, 98.075390625, 37.381640625]
[-16.565625, 98.075390625, 37.381640625]
[-16.209375, 98.433984375, 37.381640625]
[-16.565625, 101.302734375, 36.692578125000004]
[-16.743750000000002, 100.04765625, 38.24296875]
[-16.743750000000002, 100.04765625, 38.24296875]
[-16.03125, 98.61328125, 36.86484375]
[-17.278125, 97.716796875, 37.726171875]
[-17.278125, 97.716796875, 37.726171875]
[-15.853125, 97.358203125, 36.692578125000004]
[-15.853125, 97.358203125, 36.692578125000004]
[-17.278125, 99.509765625, 38.415234375000004]
[-17.278125, 99.509765625, 38.415234375000004]
[-16.03125, 100.04765625, 37.8984375]
[-16.3875, 99.33046875, 37.553906250000004]
[-16.3875, 99.33046875, 37.553906250000004]
[-16.3875, 99.33046875, 37.553906250000004]
[-16.3875, 97.5375, 37.8984375]
[-16.3875, 98.971875, 37.553906250000004]
[-16.3875, 98.971875, 37.553906250000004]
[-15.853125, 98.79257812499999, 37.037109375]
[-15.853125, 98.79257812499999, 37.037109375]
[-15.853125, 98.79257812499999, 37.037109375]
[-15.31875, 99.33046875, 38.24296875]
[-15.675, 98.971875, 37.553906250000004]
[-15.675, 98.971875, 37.553906250000004]
[-16.209375, 97.716796875, 38.070703125]
[-16.03125, 97.89609374999999, 37.8984375]
[-16.03125, 97.89609374999999, 35.831250000000004]
[-16.03125, 97.89609374999999, 35.831250000000004]
[-14.9625, 99.33046875, 37.209375]
[-14.9625, 99.33046875, 37.209375]
[-14.9625, 99.33046875, 37.209375]
[-16.209375, 98.433984375, 39.104296875]
[-16.565625, 95.923828125, 37.381640625]
[-17.278125, 99.868359375, 38.415234375000004]
[-17.278125, 99.868359375, 38.415234375000004]
[-16.209375, 98.075390625, 37.726171875]
[-16.3875, 98.61328125, 36.5203125]
[-16.3875, 98.61328125, 36.5203125]
[-16.565625, 98.79257812499999, 36.692578125000004]
[-16.743750000000002, 97.89609374999999, 38.24296875]
[-16.209375, 98.79257812499999, 37.726171875]
[-16.209375, 98.79257812499999, 37.726171875]
[-16.209375, 98.79257812499999, 37.726171875]
[-16.743750000000002, 99.33046875, 39.62109375]
[-16.743750000000002, 99.33046875, 39.62109375]
[-16.565625, 99.151171875, 36.003515625]
[-16.209375, 97.358203125, 37.381640625]
[-14.9625, 100.04765625, 37.209375]
[-14.9625, 100.04765625, 37.209375]
[-16.565625, 99.151171875, 37.726171875]
[-17.45625, 99.68906249999999, 36.86484375]
[-17.45625, 99.68906249999999, 36.86484375]
[-16.3875, 99.33046875, 38.24296875]
[-17.278125, 99.509765625, 36.692578125000004]
[-17.278125, 99.509765625, 36.692578125000004]
[-16.565625, 98.075390625, 37.726171875]
[-16.3875, 97.5375, 36.5203125]
[-17.1, 97.89609374999999, 36.86484375]
[-17.1, 97.89609374999999, 36.86484375]
[-16.921875, 98.79257812499999, 36.692578125000004]
[-16.921875, 98.79257812499999, 36.692578125000004]
[-16.921875, 98.79257812499999, 36.692578125000004]
[-14.25, 100.04765625, 37.553906250000004]
[-16.3875, 98.2546875, 37.553906250000004]
[-15.675, 98.61328125, 37.8984375]
[-15.675, 98.61328125, 37.8984375]
[-15.675, 98.61328125, 37.8984375]
[-16.03125, 97.89609374999999, 38.5875]
[-16.03125, 97.89609374999999, 38.5875]
[-16.743750000000002, 98.61328125, 37.553906250000004]
[-18.16875, 98.971875, 38.24296875]
[-18.16875, 98.971875, 38.24296875]
[-18.16875, 98.971875, 38.24296875]
[-17.278125, 98.433984375, 37.726171875]
[-16.03125, 99.68906249999999, 37.553906250000004]
[-16.03125, 99.68906249999999, 37.553906250000004]
[-15.496875000000001, 99.151171875, 37.037109375]
[-15.496875000000001, 98.075390625, 36.348046875]
[-16.565625, 97.358203125, 37.726171875]
[-16.565625, 97.358203125, 37.726171875]
[-16.565625, 100.226953125, 37.037109375]
[-16.921875, 99.509765625, 37.726171875]
[-16.921875, 99.509765625, 37.726171875]
[-16.921875, 99.509765625, 37.726171875]
[-15.853125, 99.509765625, 37.037109375]
[-16.03125, 99.33046875, 38.24296875]
[-16.03125, 99.33046875, 38.24296875]
[-17.8125, 99.68906249999999, 36.5203125]
[-15.31875, 98.2546875, 37.8984375]
[-15.31875, 98.2546875, 37.8984375]
[-16.921875, 97.716796875, 38.070703125]
[-14.784375, 97.358203125, 35.314453125]
[-14.784375, 97.358203125, 35.314453125]
[-16.03125, 98.2546875, 38.24296875]
[-15.853125, 98.075390625, 38.070703125]
[-17.278125, 98.075390625, 38.759765625]
[-17.278125, 98.075390625, 38.759765625]
[-15.853125, 99.151171875, 37.037109375]
[-16.565625, 100.58554687499999, 37.726171875]
[-16.565625, 100.58554687499999, 37.726171875]
[-17.278125, 99.151171875, 38.415234375000004]
[-16.565625, 98.433984375, 38.070703125]
[-17.45625, 98.971875, 36.86484375]
[-17.45625, 98.971875, 36.86484375]
[-15.31875, 97.5375, 36.86484375]
[-16.743750000000002, 98.971875, 36.86484375]
[-16.743750000000002, 98.971875, 36.86484375]
[-16.743750000000002, 98.971875, 36.86484375]
[-17.45625, 98.61328125, 38.24296875]
[-16.565625, 100.226953125, 38.759765625]
[-16.565625, 100.226953125, 38.759765625]
[-16.3875, 98.971875, 36.86484375]
[-16.3875, 98.971875, 36.86484375]
[-16.3875, 98.971875, 36.86484375]
[-17.1, 98.971875, 35.831250000000004]
[-17.1, 100.40625, 36.5203125]
[-16.921875, 98.075390625, 37.037109375]
[-16.921875, 98.075390625, 37.037109375]
[-16.209375, 99.509765625, 37.726171875]
[-15.675, 97.5375, 36.17578125]
[-15.675, 97.5375, 36.17578125]
[-17.278125, 99.509765625, 38.415234375000004]
[-17.278125, 99.509765625, 38.415234375000004]
[-17.278125, 99.509765625, 38.415234375000004]
[-18.346875, 99.151171875, 37.381640625]
[-18.16875, 97.89609374999999, 37.209375]
[-16.03125, 99.33046875, 37.209375]
[-16.03125, 99.33046875, 37.209375]
[-16.03125, 97.89609374999999, 37.553906250000004]
[-17.45625, 99.68906249999999, 36.5203125]
[-17.45625, 99.68906249999999, 36.5203125]
[-16.743750000000002, 98.971875, 37.209375]
[-16.743750000000002, 98.971875, 37.209375]
[-18.346875, 99.868359375, 38.070703125]
[-18.346875, 99.868359375, 38.070703125]
[-15.675, 99.33046875, 37.209375]
[-16.03125, 97.89609374999999, 37.209375]
[-16.03125, 97.89609374999999, 37.209375]
[-16.03125, 97.89609374999999, 37.209375]
[-16.565625, 97.358203125, 37.381640625]
[-16.03125, 98.2546875, 38.24296875]
[-16.03125, 98.2546875, 38.24296875]
[-15.675, 97.89609374999999, 37.553906250000004]
[-16.209375, 99.509765625, 37.381640625]
[-16.209375, 99.509765625, 37.381640625]
[-15.31875, 97.17890625, 35.831250000000004]
[-16.743750000000002, 99.33046875, 38.93203125]
[-16.209375, 98.433984375, 39.448828125]
[-16.209375, 98.433984375, 39.448828125]
[-14.606250000000001, 97.89609374999999, 38.24296875]
[-15.496875000000001, 98.075390625, 36.003515625]
[-15.496875000000001, 98.075390625, 36.003515625]
[-15.853125, 98.79257812499999, 36.692578125000004]
[-16.03125, 100.04765625, 37.553906250000004]
[-16.03125, 100.04765625, 37.553906250000004]
[-16.03125, 100.04765625, 37.553906250000004]
[-15.31875, 99.33046875, 36.86484375]
[-15.675, 99.68906249999999, 36.5203125]
[-15.675, 99.68906249999999, 36.5203125]
[-17.278125, 99.868359375, 37.726171875]
[-17.278125, 99.868359375, 37.726171875]
[-17.278125, 99.868359375, 37.726171875]
[-16.209375, 98.433984375, 38.759765625]
[-16.209375, 98.433984375, 37.726171875]
[-17.634375000000002, 98.075390625, 38.415234375000004]
[-17.634375000000002, 98.075390625, 38.415234375000004]
[-16.3875, 98.2546875, 37.553906250000004]
[-15.853125, 99.151171875, 36.348046875]
[-15.853125, 99.151171875, 36.348046875]
[-16.3875, 98.61328125, 36.5203125]
[-17.634375000000002, 98.79257812499999, 37.381640625]
[-17.634375000000002, 98.79257812499999, 37.381640625]
[-16.3875, 97.89609374999999, 38.5875]
[-17.634375000000002, 99.151171875, 38.415234375000004]
[-17.634375000000002, 99.151171875, 38.415234375000004]
[-14.428125, 99.868359375, 35.658984375]
[-15.675, 99.33046875, 36.17578125]
[-15.675, 98.61328125, 37.553906250000004]
[-15.675, 98.61328125, 37.553906250000004]
[-16.209375, 99.509765625, 38.415234375000004]
[-16.565625, 97.716796875, 37.726171875]
[-16.565625, 97.716796875, 37.726171875]
[-16.565625, 98.433984375, 37.726171875]
[-15.853125, 98.79257812499999, 38.070703125]
[-15.853125, 99.509765625, 37.726171875]
[-15.853125, 99.509765625, 37.726171875]
[-16.921875, 98.433984375, 37.726171875]
[-16.921875, 98.433984375, 37.726171875]
[-16.921875, 98.433984375, 37.726171875]
[-17.45625, 97.89609374999999, 38.5875]
[-16.565625, 97.358203125, 36.692578125000004]
[-16.565625, 97.358203125, 36.692578125000004]
[-17.278125, 97.716796875, 38.415234375000004]
[-16.209375, 97.716796875, 37.037109375]
[-16.209375, 98.433984375, 38.759765625]
[-16.209375, 98.433984375, 38.759765625]
[-16.209375, 97.358203125, 36.692578125000004]
[-16.921875, 100.226953125, 37.381640625]
[-16.921875, 100.226953125, 37.381640625]
[-16.921875, 100.226953125, 37.381640625]
[-16.3875, 97.17890625, 38.5875]
[-16.3875, 96.8203125, 36.5203125]
[-16.3875, 96.8203125, 36.5203125]
[-16.209375, 99.151171875, 37.726171875]
[-16.209375, 99.151171875, 37.726171875]
[-16.209375, 99.151171875, 37.726171875]
[-15.31875, 99.33046875, 37.553906250000004]
[-16.3875, 98.61328125, 37.209375]
[-17.1, 99.68906249999999, 39.276562500000004]
[-17.1, 99.68906249999999, 39.276562500000004]
[-15.140625, 98.433984375, 38.759765625]
[-15.140625, 98.433984375, 38.759765625]
[-16.921875, 98.79257812499999, 37.037109375]
[-16.03125, 97.89609374999999, 37.553906250000004]
[-16.209375, 98.79257812499999, 37.381640625]
[-16.209375, 98.79257812499999, 37.381640625]
[-16.209375, 99.509765625, 38.070703125]
[-16.565625, 98.433984375, 37.726171875]
[-15.853125, 98.79257812499999, 38.415234375000004]
[-15.853125, 98.79257812499999, 38.415234375000004]
[-15.675, 98.2546875, 38.24296875]
[-15.853125, 98.075390625, 38.415234375000004]
[-15.853125, 98.075390625, 38.415234375000004]
[-17.8125, 98.61328125, 38.24296875]
[-16.209375, 98.79257812499999, 37.381640625]
[-16.209375, 98.79257812499999, 37.381640625]
[-15.675, 100.40625, 38.24296875]
[-15.853125, 100.226953125, 38.415234375000004]
[-15.496875000000001, 98.433984375, 38.759765625]
[-15.496875000000001, 98.433984375, 38.759765625]
[-17.8125, 97.89609374999999, 39.276562500000004]
[-16.565625, 98.075390625, 37.037109375]
[-16.565625, 98.075390625, 37.037109375]
[-15.675, 98.971875, 37.209375]
[-16.743750000000002, 98.971875, 37.553906250000004]
[-15.675, 99.33046875, 37.8984375]
[-15.675, 99.33046875, 37.8984375]
[-15.675, 99.33046875, 37.8984375]
[-16.743750000000002, 97.89609374999999, 36.86484375]
[-16.743750000000002, 97.89609374999999, 36.86484375]
[-15.140625, 99.509765625, 37.037109375]
[-15.853125, 98.433984375, 37.726171875]
[-15.31875, 99.33046875, 39.276562500000004]
[-15.31875, 99.33046875, 39.276562500000004]
[-16.209375, 99.509765625, 38.070703125]
[-16.209375, 99.151171875, 36.348046875]
[-16.209375, 99.151171875, 36.348046875]
[-16.565625, 97.716796875, 37.037109375]
[-17.278125, 98.075390625, 38.415234375000004]
[-16.209375, 97.716796875, 40.137890625000004]
[-16.209375, 97.716796875, 40.137890625000004]
[-15.31875, 100.04765625, 38.24296875]
[-17.8125, 99.68906249999999, 36.86484375]
[-17.8125, 99.68906249999999, 36.86484375]
[-17.8125, 99.68906249999999, 36.86484375]
[-15.853125, 99.509765625, 37.726171875]
[-16.3875, 98.61328125, 38.24296875]
[-16.3875, 98.61328125, 38.24296875]
[-16.921875, 98.79257812499999, 38.415234375000004]
[-16.921875, 98.79257812499999, 38.415234375000004]
[-16.921875, 98.79257812499999, 38.415234375000004]
[-15.675, 98.971875, 37.8984375]
[-16.03125, 100.76484375, 38.93203125]
[-16.03125, 100.76484375, 38.93203125]
[-16.3875, 100.40625, 37.553906250000004]
[-16.565625, 99.151171875, 36.348046875]
[-14.9625, 99.33046875, 37.8984375]
[-14.9625, 99.33046875, 37.8984375]
[-15.853125, 99.868359375, 36.692578125000004]
[-15.853125, 99.868359375, 36.692578125000004]
[-15.853125, 99.868359375, 36.692578125000004]
[-16.3875, 100.40625, 38.93203125]
[-16.03125, 98.61328125, 36.5203125]
[-16.03125, 98.61328125, 36.5203125]
[-16.03125, 98.61328125, 36.5203125]
[-16.3875, 98.2546875, 37.209375]
[-15.496875000000001, 98.79257812499999, 37.726171875]
[-15.496875000000001, 98.79257812499999, 37.726171875]
[-15.496875000000001, 99.509765625, 37.726171875]
[-15.853125, 98.79257812499999, 38.415234375000004]
[-16.03125, 98.971875, 39.276562500000004]
[-16.03125, 98.971875, 39.276562500000004]
[-16.03125, 97.89609374999999, 38.24296875]
[-16.03125, 97.89609374999999, 38.24296875]
[-16.03125, 97.89609374999999, 38.24296875]
[-15.853125, 98.79257812499999, 37.726171875]
[-15.853125, 98.075390625, 37.381640625]
[-16.3875, 99.68906249999999, 37.553906250000004]
[-16.3875, 99.68906249999999, 37.553906250000004]
[-16.03125, 99.33046875, 37.8984375]
[-15.853125, 98.433984375, 37.037109375]
[-15.853125, 98.433984375, 37.037109375]
[-15.496875000000001, 97.716796875, 38.759765625]
[-17.45625, 98.2546875, 37.8984375]
[-16.743750000000002, 98.2546875, 38.24296875]
[-16.743750000000002, 98.2546875, 38.24296875]
[-14.071875, 98.075390625, 37.381640625]
[-16.921875, 100.226953125, 37.381640625]
[-15.675, 100.04765625, 37.209375]
[-15.675, 100.04765625, 37.209375]
[-15.853125, 99.509765625, 38.070703125]
[-16.3875, 98.61328125, 37.209375]
[-16.921875, 98.433984375, 37.381640625]
[-16.921875, 98.433984375, 37.381640625]
[-16.03125, 98.971875, 37.553906250000004]
[-16.209375, 98.79257812499999, 37.037109375]
[-16.209375, 98.79257812499999, 37.037109375]
[-16.565625, 99.151171875, 37.726171875]
[-17.278125, 99.151171875, 37.037109375]
[-17.278125, 99.151171875, 37.037109375]
[-17.278125, 99.151171875, 37.037109375]
[-16.209375, 99.509765625, 38.070703125]
[-16.743750000000002, 98.2546875, 38.5875]
[-16.03125, 98.971875, 39.276562500000004]
